path,upstream_owner,base_revision,change_type,first_astra_commit,latest_astra_commit,risk,notes
"src/-prettierignore.patch","root","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","-prettierignore.patch"
"src/-stylelintignore.patch","root","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","-stylelintignore.patch"
"src/-stylelintrc-js.patch","root","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","-stylelintrc-js.patch"
"src/browser/actors/EncryptedMediaParent-sys-mjs.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","medium","actors"
"src/browser/actors/WebRTCParent-sys-mjs.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","medium","actors"
"src/browser/app/splash-rc.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","app"
"src/browser/base/content/aboutDialog-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/aboutDialog-xhtml.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","681645e","low","base/content"
"src/browser/base/content/browser-addons-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-box-inc-xhtml.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-commands-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","af4192a","low","base/content"
"src/browser/base/content/browser-development-helpers-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-fullScreenAndPointerLock-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-gestureSupport-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-init-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-pageActions-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-places-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","medium","base/content"
"src/browser/base/content/browser-profiles-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","high","base/content"
"src/browser/base/content/browser-sets-inc.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-sets-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-siteIdentity-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/browser-xhtml.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/main-popupset-inc-xhtml.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/navigator-toolbox-inc-xhtml.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/navigator-toolbox-js.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/content/nsContextMenu-sys-mjs.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base/content"
"src/browser/base/jar-mn.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base"
"src/browser/base/moz-build.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","base"
"src/browser/components/BrowserContentHandler-sys-mjs.patch","browser","UNVERIFIED-VENDOR-BASELINE-NOT-PINNED","modify-upstream","73ae2fa","73ae2fa","low","components"
